Pre-hit context;Hit string;Post-hit context;File name;Transcript ID;Speaker ID;Speaker gender;Speaker role;Speaker native speaker status
   i i  don't know;how;it c- well, i i first i thought that_ see i wrote aldehyde i thought that it was for sure an aldehyd; Science Learning Center Service Encounters ;SVC999MX148;SU-f;F;UN;NS
's not able to see the light.  ;how;come?   cuz he's not converted ; Visual Sources Lecture ;LES320SU085;S2;F;JU;NS
  enter.  Tighe do you have all those numbers? from, when we calculated;how;much, how many gallons per batch,  and  how many pounds of this stuff (we're go; Chemical Engineering Group Project Meeting ;SGR195SU127;S3;F;SU;NS
 that would he like, give a, a definition of what that eye is in Atwood at in the footnote? you know;how;like,  sometimes    ; English Composition Seminar ;SEM300MU100;S4;F;SU;NS
    okay you know;how;they use like retroviruses to, cuz like to get, um prokaryotic bacteria to replicate, or to translat; Intro Biology Study Group ;SGR175MU126;S5;F;JU;NS
hat happened?    or;how;about their_ just their pictures?    ; Ethics Issues in Journalism Lecture ;LES220SU140;SU-f;F;SU;NS
. what was your ins- it's kinda hard_ i still think like in a sense maybe just Pat doesn't know yet,;how;he feels about it, but that, you don't really have to have, a a scientific hypothesis, and and to te; Natural Resources Research Group Meeting ;MTG425JG004;S1;M;JG;NS
ues, you know that you determine, from another graph, and calculate this area but like we don't know;how;to do that, on Excel so we use_ we've been using like the trapezoidal rule some people are using the; Heat and Mass Transfer Office Hours ;OFC195SU116;S19;F;SU;NS
  i'm still measuring  ;how;could we possibly be serious? look what we're doing.   ; Biology of Fishes Lab ;LAB175SU033;SU-m;M;UN;NS
spoken in different countries. Bahasa, Bahasa Malay, or just Bahasa. um, and let me see i don't know;how;the, how that works.   i actual; Linguistics Independent Study Advising ;OFC355SU094;S1;M;SF;NS
that they're in their first year and they're one year old. there are two different conventions as to;how;you measure age, report age.   ; Biology of Fishes Lab ;LAB175SU033;S1;M;SF;NSO
is we get to actually see Michelangelo at work. this is a way of really getting into the process, of;how;this in- extraordinary sculpture works. but it also illustrates, a real problem of um, of subtractiv; Visual Sources Lecture ;LES320SU085;S1;F;SF;NS
er thin or or if it i- if you want it to be paper thin it could be but then, it has implications for;how;often it's supported and, and a whole bunch of things. so if you if you wanna say okay the floor is ; Architecture Critiques ;STP125JG050;S7;M;VO;NS
 the tos   yeah,  but;how; you read it might (impact)  it    ; Natural Resources Research Group Meeting ;MTG425JG004;S1;M;JG;NS
ng because some of the things that you're describing as maybe being erotica, it's hard to understand;how;they would appeal, to specifically to women like the the bloodletting.   ; Sex, Gender, and the Body Lecture ;LES565SU137;S1;F;JF;NS
ow, are are you just do you, are you just intending for us to just sit and marvel for a second about;how;wonderful it is that the axioms can be all of these things? or are we gonna try to come  u; Objectivism Student Group ;SGR999MX115;S4;F;SU;NS
i mean if you were visiting this school for the first time and you, and you arrived with a (valise,);how;would you know where to go for anything...?    ; Architecture Critiques ;STP125JG050;S6;F;SF;NSO
  um, i guess you would say it would be how, um, people, in- people interact with the government and;how;they feel about the government and, basically the government of a country, set sets the tone for the; Intro to American Politics Discussion Section ;DIS495JU119;S6;F;JU;NS
l, high school?   i'm not sure;how;it works now  but it used to be they took,  like the top couple of students out; Media Union Service Encounters ;SVC999MX104;S48;F;JU;NS
hat do you mean you know i just, like i've always_ how do_ like i always kinda just read to read but;how;do i get something out of the  literature. if you know what i'm; Academic Advising ;ADV700JU047;S4;M;JU;NS
, and then for tenured faculty you know they make, fifty sixty seventy thousand a year depending on,;how;high up you know they are and how valued they are by the institution. medical school professors get ; Academic Advising ;ADV700JU047;S2;F;ST;NS
 the example six on page three-twenty-two are both good ones to maybe recap that idea again. but see;how;every one interval either does contain the parameter, or it misses it. you're talking about the coll; Statistics Office Hours ;OFC575MU046;S1;F;JF;NS
aggerated to a very grotesque point. right? if she'd then insert some sort of qualifying idea about,;how;, but in other s- instances you know, this sort of fundamentalism is okay or is in service of Christ; English Composition Seminar ;SEM300MU100;S1;M;JF;NS
  you lazy bum what's the matter with you? so,;how;did you get A equals Y minus X over Z minus X quantity Z again?   ; Math Study Group ;SGR385SU057;S2;F;SU;NS
   i'm just trying to figure out  how big that is;how; big the    ; Chemical Engineering Group Project Meeting ;SGR195SU127;S1;M;SU;NS
ng on, now.   i have a question;how;is, the that issue related to the affirmative action, you know the uh  (xx)   ; Forum for International Educators Meeting ;MTG999ST015;S9;F;ST;NS
 like when you plug in infinity, you get infinity over infinity you use um yep  and that's;how;you get B over C    ; Math Study Group ;SGR385SU057;S3;F;SU;NS
  so we wanna  ;how;do you get a denominator that's not Z?   ; Math Study Group ;SGR385SU057;S2;F;SU;NS
ing, consistently right?   well;how;many options do you have?   two; Organic Chemistry Study Group ;SGR200JU125;S1;F;JU;NS
 my mind like, use the_ cuz it's stereotype that, the two parent family is the ideal illustration of;how;, a family should operate. and i- your article, think it was your article, with the census definitio; American Family Group Project Meeting ;SGR565SU144;S1;F;SU;NS
  um capacities and recorded for a group of twenty, natives whatever and ten U-S (bolanders.) so;how;do we like differentiate i don't know?   ; Statistics Office Hours ;OFC575MU046;S10;F;JU;NS
 talking to them and just came out about that way um  so that's kind of...;how;that came about um oh also about, the um, the proj- the master's project was one of the reasons why,; Graduate Student Research Interview 1 ;INT425JG001;S2;M;JG;NS
  um, um it might be good... okay here you say, your thesis is;how;um they change people's socializing, right? but here you're basically saying, but before we get to t; Anthropology of American Cities Office Hours ;OFC115SU060;S2;F;SG;NS
 not quite white ethnic, and, um, the way that race and class both play, an important role um... and;how;just, um, in some ways they're just so different, um than the, not quite white ethnics in the fiftie; Anthropology of American Cities Office Hours ;OFC115SU060;S6;F;SU;NS
 same time, that's essentially saying that it's red and non red, at the same time. so then i can see;how;it cancels out so, i don't know i mean that's where i'm at now i guess,   ; Objectivism Student Group ;SGR999MX115;S1;M;SG;NS
     so ;how;many interviews total would you wanna have?   ; Senior Thesis Study Group ;SGR999SU146;S2;F;SU;NS
   but then  how could how could, i don't understand;how;it works because i don't see how, how P-squared could be, the frequency of the genotype, and the fre; Intro Biology Exam Review ;OFC175JU145;S2;F;JU;NS
  yeah but   how are they_;how;many have they got?   they're; Biology of Fishes Field Lab ;LAB175SU032;S1;M;SF;NSO
ics the physicists say, that, no this uh, this thing can be a wave and a particle. now how are they,;how;are they using identity?   beca; Objectivism Student Group ;SGR999MX115;S1;M;SG;NS
 so that you, um   i don't know;how;much i retained (of them) so   ; Anthropology of American Cities Office Hours ;OFC115SU060;S6;F;SU;NS
ow they relate.   right, that's;how;they relate. you also get the N-A-D-Hs from there, that come in here. so that's an- another way.  ; Biochemistry Study Group ;SGR175SU123;S1;F;SU;NS
Rothschild of California wines. so you've got three things, and you can set it up to, uh to show how;how;they work, and what it what it means to say that sort of thing. and you can even, they can even get ; Linguistics Independent Study Advising ;OFC355SU094;S1;M;SF;NS
   uh ho- how we will, how will we_;how;will we, um answer our research questions?   and  obj; Natural Resources Research Group Meeting ;MTG425JG004;S1;M;JG;NS
l go.   okay you go, ;how;is each axiom  (xx)   ; Objectivism Student Group ;SGR999MX115;S1;M;SG;NS
hat cuz they didn't.   yeah and;how;else would they get something with two Zs in it and we didn't?   ; Math Study Group ;SGR385SU057;S2;F;SU;NS
nto pharmacy just they changed to something like computer science so i  was just wondering;how;they, could possibly do that.    ; Academic Advising ;ADV700JU047;S6;F;JU;NS
onna have something   how about;how;about    ; Chemical Engineering Group Project Meeting ;SGR195SU127;S1;M;SU;NS
  people, who quit.   oh;how;'s your Tuesday section going?   ; Organic Chemistry Study Group ;SGR200JU125;S3;F;JU;NS
ate and acetyl CoA.   right. so;how;many carbons does acetyl CoA have?   ; Biochemistry Study Group ;SGR175SU123;S1;F;SU;NS
ore than to do the reaction but it's gonna be up to you to fill it out. we'll go into more detail on;how;you're gonna fill all this out, um when you get down there you're only gonna be writing up four reac; Chemistry Discussion Section Student Presentations ;STP200JU019;S1;F;SG;NS
 yeah   yeah okay.;how;fast do m- how fast do babies grow?   ; Biology of Fishes Lab ;LAB175SU033;S1;M;SF;NSO
x)     and;how;she pu- when they  take the costumes,  she pulls  like everything ou; American Family Group Project Meeting ;SGR565SU144;S3;F;SU;NS
media)   media. okay so tell me;how;th- some of those things work.  what did you learn from your parents, abou; Intro to American Politics Discussion Section ;DIS495JU119;S1;F;SG;NS
  but he's gotta get (two in though) is he_ what_;how;many experiments is he doing?   ; Chemistry Lab ;LAB200JU018;S1;F;JU;NS
w this transposon,   ;how;it, gets transferred to other cells    ; Intro Biology Study Group ;SGR175MU126;S5;F;JU;NS
bit.     mhm...;how;far into the sentence do you go before you see a dative word?   ; Intro Latin Lecture ;LES215MU056;S1;F;JF;NS
t more heat on NASCAR i don't,  and;how;is looking at the photo gonna,  it doesn't seem clear. it's possible but it's not, it's not so ; Ethics Issues in Journalism Lecture ;LES220SU140;S12;F;SU;NS
on was trying to i- increase the price of beef, and here it is if you want a targeted price increase;how;much does demand, need to go up by? it depends on supply elasticity and you can see, supply is relat; Economics Office Hours ;OFC280SU109;S2;F;JF;NS
   excuse me ;how;long are you going to be here?   ; Academic Advising ;ADV700JU047;SU-f;F;UN;NS
  we can  schedule  (other ones?) okay. that's super.  cuz i'll see;how;the pictures turn out    ; Art History Office Hours ;OFC320SU153;S2;F;SU;NS
s, self-evident what's that is that something how do you expl- ;how;do you put that into different terms?    ; Objectivism Student Group ;SGR999MX115;S3;M;SG;NS
egan,  and yeah and so i asked him a lot about uh, about what their plans were ;how; he'd sees, the th- you know all all of Detroit's problems and things like that, and i al; Anthropology of American Cities Office Hours ;OFC115SU060;S5;M;SU;NS
  okay  ;how;you're accounting for this behavior.   ; English Composition Tutorial ;OFC301MU021;S1;F;JF;NS
ly here for four months,  ;how;integrated are they gonna get   how integrated, can they get?  ; Forum for International Educators Meeting ;MTG999ST015;S2;F;ST;NS
e closer you know to this obviously than this and, i kind of (been) more confused on the second part;how;, it's the same, it's the same idea for the second part right?   ; Heat and Mass Transfer Office Hours ;OFC195SU116;S12;F;SU;NS
  that is reversible.  ;how;can you tell which one's reversible though? just   ; Biochemistry Study Group ;SGR175SU123;S2;M;SU;NS
  no   that's;how;he drew it.  or am  i am i totally   ; Organic Chemistry Study Group ;SGR200JU125;S3;F;JU;NS
  um, well she's also making a little bit of, t- she's also sort of alluding to;how;um, pornography might make men like lead to violence against women and rape and things like  ; Sex, Gender, and the Body Lecture ;LES565SU137;S19;F;JU;NS
he,     oh;how;much can that cost  like fifty cents?    ; Objectivism Student Group ;SGR999MX115;S3;M;SG;NS
estion. it is an interesting question. um, you might wanna put it in a footnote instead. do you know;how;to use footnotes?   mhm   ; Anthropology of American Cities Office Hours ;OFC115SU060;S2;F;SG;NS
  yep. that's a plain weave but they've they've made this_ see;how;the yellow has come through across? and so you can start to begin to see, what the warp thread color; Art History Office Hours ;OFC320SU153;S1;F;JF;NS
  (seems that way)  ;how;many have we got like fifty?   ; Biology of Fishes Field Lab ;LAB175SU032;SU-m;M;UN;NS
 rest of us did um... cuz i i... i was pretty sure that it it was important to him but i didn't know;how;important i- it it was to him (xx)    ; Graduate Student Research Interview 1 ;INT425JG001;S2;M;JG;NS
   ;how;much do they get paid? well then again  they're medical school professors.   ; Academic Advising ;ADV700JU047;S5;F;JU;NS
  okay okay. so he's talking a- w- when he's talking about this he's talking about like like see;how;this is like the the um, they're different like, this, full set of chromosomes is four and this is s; Intro Biology Study Group ;SGR175MU126;S1;F;SU;NS
 exact same thing like two different species of monkeys mate. do you know what i'm saying? and like,;how;often do you get two species of  monkeys  mating,  at the same place ; Intro Biology Study Group ;SGR175MU126;S1;F;SU;NS
  probably be- because, they have a larger area, of gravitational pull (xx) (xx...) it's funny;how;it fits in right in the chapter   ; Astronomy Peer Tutorial ;OFC150MU042;S11;M;SU;NS
  huh?   how;how;long you gonna be here?   ; Heat and Mass Transfer Office Hours ;OFC195SU116;S14;M;SG;NS
  what if it was a, helping verb, of like advantage or disadvantage?;how;do you determine between then whether it's linking, or, special, intransitive?   ; Intro Latin Lecture ;LES215MU056;S3;M;JU;NS
   Chris i'll tell you very quickly;how;we got to that. there were originally m- many more parking spaces in the building. and um... there w; Architecture Critiques ;STP125JG050;S1;F;SF;NS
  so i g- i guess we wanna look;how;many of our computers have U-S-Bs and as long as they're not (xx)   ; Physics Research Group Meeting ;MTG485SG142;S6;F;SG;NS
otential, that does not predict the rate therefore only, an overall estimate of change is given, not;how;the individual links change (xx) with time this type of model is also   ; Technical Communications Tutorial ;OFC578SG037;S1;F;JF;NS
    well w-;how;do you get the combined income? i mean   ; Economics Office Hours ;OFC280SU109;S5;F;SU;NS
  and yes that does hurt sometimes. like this is one all about solvents, and;how;they affect, the different reactions.  so if we  don't get to this this time i ; Organic Chemistry Study Group ;SGR200JU125;S1;F;JU;NS
have to like check it and make sure. whereas  cognition  is like, i mean that's;how;you check it and make sure.   t; Objectivism Student Group ;SGR999MX115;S3;M;SG;NS
 from the class think about the symbolic capital stuff in In Search for Respect, and then figure out;how;to weave those into what you've got here, you know? you don't need to restructure it entirely but ju; Anthropology of American Cities Office Hours ;OFC115SU060;S2;F;SG;NS
thought that was a good idea, we have some definite nos. how about a, how about a show of hands, um,;how;many people would be against moving, yeah, closer up to the front? couple, a- any people, and how ma; First Year Philosophy Seminar ;SEM475JU084;S1;F;JF;NS
  where is R-hat? and how is it different from C-hat and;how;is different from H-two?   well; Math Study Group ;SGR385SU057;S2;F;SU;NS
 think that's right.   that was;how;i thought  it might be useful.    ; Linguistics Independent Study Advising ;OFC355SU094;S2;F;SU;NS
   what did you guys  get on the single mother families though,;how;were they doing economically?  ; American Family Group Project Meeting ;SGR565SU144;S4;F;SU;NS
  six, really?   six so;how;many carbons does acetyl CoA bring into the reaction?   ; Biochemistry Study Group ;SGR175SU123;S1;F;SU;NS
  um...   so;how;'s that working out so far?   u; Graduate Student Research Interview 1 ;INT425JG001;S1;F;JF;NS
   that's done  with, take a look at;how;it's done now. it's now done, with, a uh general radio connector.  well actually there's a; Physics Research Group Meeting ;MTG485SG142;S1;M;SF;NS
 talking about them being less involved a lotta times is because, they just at first they don't know;how;to be involved in their kids lives like they haven't  been trained  they've let; American Family Group Project Meeting ;SGR565SU144;S5;F;SU;NS
e extreme but for me it's like, i have a hard time dealing with that theory because, although, i see;how;it affects men's relationships or sexual relationships negatively, it's almost like, for the most pa; Sex, Gender, and the Body Lecture ;LES565SU137;S5;F;SU;NS
  we went with number five as well. pretty much like, the same reasons as them, and,;how;you said like the severing, was like, with the body.   ; First Year Philosophy Seminar ;SEM475JU084;S13;M;JU;NS
ividual, will be deaf. and to figure out what what proportion of the individuals have this genotype,;how;would you figure that out?   th; Intro Biology Exam Review ;OFC175JU145;S1;F;JG;NS
her hair she's wearing a hair shirt, in addition to her hair to her long hair. but that, can you see;how;the texture of the wood really affects, the quality of the, sculpture, the kind of effect of the scu; Visual Sources Lecture ;LES320SU085;S1;F;SF;NS
  excuse me sent into the newspaper about, if you think about basically, you know if you think about;how;many lives were saved from this or if somebody thinks of this image, it's it's it is upsetting and i; Ethics Issues in Journalism Lecture ;LES220SU140;S3;F;SU;NS
  we have hops.   yeah;how;much hops,   this isn't_ this w; Chemical Engineering Group Project Meeting ;SGR195SU127;S3;F;SU;NS
gen ion gradient.   okay. what_;how;do you do that?  what is that?   ; Biochemistry Study Group ;SGR175SU123;S1;F;SU;NS
ople haven't done a presentation so far? okay, of the people who haven't done a presentation so far,;how;many would like to do sign-up sheet now in advance of the readings, and versus how many people would; First Year Philosophy Seminar ;SEM475JU084;S1;F;JF;NS
     how do we,;how;do we carbonate it.    ; Chemical Engineering Group Project Meeting ;SGR195SU127;S3;F;SU;NS
  i can't say it i can't say it like sh- she can. i took phonetics and we learned;how;to say things like that but it's really easy to forget how to say it. i took phonetics so we started; Math Study Group ;SGR385SU057;S2;F;SU;NS
  alright self-evident is, self-evident what's that is that something;how;do you expl-  how do you put that into different terms?  ; Objectivism Student Group ;SGR999MX115;S3;M;SG;NS
it? on the checklist? see it on the checklist or in one of the case studies. is there anything about;how;the photograph is played questions they ask about  how it's played?    ; Ethics Issues in Journalism Lecture ;LES220SU140;S1;M;SF;NS
  where we j- where we were reading about, actual accounts, interviews, qualitative research about;how;men in fact, um, have feelings of inadequacies surrou- you know surrounding like, um you know like t; Sex, Gender, and the Body Lecture ;LES565SU137;S7;M;SU;NS
ce um you can talk about, some of the bigger economic shifts and how they've impacted, children. and;how;this, and, how they've impacted children and how, um, schools, at the same time have kind of cut bac; Anthropology of American Cities Office Hours ;OFC115SU060;S2;F;SG;NS
  you guys don't mind i'm just making kinda like a generic, (xx) that's;how;i like to show just drawing something.   ; Organic Chemistry Study Group ;SGR200JU125;S2;M;JU;NS
  do you want us to go so in detail in the disser- description that we talk about;how;, the stripes increase and decrease?   ; Art History Office Hours ;OFC320SU153;S4;F;SU;NS
fill this particular requirement so, uh, it's a uh, an arrangement, in process and uh, we don't know;how;, smoothly it will go. uh it's scared away i think a small number of students uh, but um, i think it; Forum for International Educators Meeting ;MTG999ST015;S8;M;ST;NS
  did anyone explain to J- to Brett;how;you sho- why you should hold the seine in a particular way?   ; Biology of Fishes Field Lab ;LAB175SU032;S1;M;SF;NSO
  yeah   right? ;how; this area is really not Mexican Fort i- street is but that's really it.   ; Senior Thesis Study Group ;SGR999SU146;S1;F;SU;NS
 haven't spoken since.   (wait);how;'d you know that he's at Cornell then?   ; Organic Chemistry Study Group ;SGR200JU125;S4;M;JU;NS
of that, different colors, that represented each one of these  and  tha- that's;how;they found all these   so, in y; Biochemistry Study Group ;SGR175SU123;S2;M;SU;NS
hape, and what you can see is, that here's the rough shape that he's worked at, but you can also see;how;he's done it. you know it's a really labor intensive process because, you can't just, cut away, you ; Visual Sources Lecture ;LES320SU085;S1;F;SF;NS
  mhm.   wow, is that long?;how;long (xx)   Michelle   ; Biology of Fishes Field Lab ;LAB175SU032;SU-f;F;UN;NS
m having trouble with are quasi-linear. well let me_ okay (xx)  (xx) okay.;how;do you know when this i- this point is where it goes there?   ; Economics Office Hours ;OFC280SU109;S5;F;SU;NS
  pons. okay so, how do we know what the pons is? (;how;do we know what to do with this?)   ; Biopsychology Lab ;LAB500SU044;S7;M;SU;NS
reet is but that's really it.  ;how;is that considered southwestern Detroit is there is it southwestern?  oh okay  ; Senior Thesis Study Group ;SGR999SU146;S1;F;SU;NS
  no i i  get it.  but, um,;how;'bout can we go over polyploidy real quick? ploidy   ; Intro Biology Exam Review ;OFC175JU145;S3;M;JU;NS
  all the way around   so;how;do the desks sit on that?   we; Architecture Critiques ;STP125JG050;S3;F;JF;NS
riod. um, and and so this is the, the newest technique that's being introduced here. and you can see;how;it's attached is it attached to, with (xx) original (xx) and, you wanna look at the motifs you wanna; Art History Office Hours ;OFC320SU153;S1;F;JF;NS
t help you set up the kind of description that, um i assume you're gonna do of the mall, um, of like;how;malls b- because of how they're built become places to socialize  and  and this; Anthropology of American Cities Office Hours ;OFC115SU060;S2;F;SG;NS
gonna have to, i mean the lab i'm passing back today. um, the quizzes, Mike has got and i don't know;how;long it's gonna take him to finish those. but, i don't know if he's correcting them now or not.  ; Chemistry Lab ;LAB200JU018;S2;F;SG;NS
  yeah.   okay. uh, so,;how;does this fit in with your experiment?   ; Linguistics Independent Study Advising ;OFC355SU094;S1;M;SF;NS
  there  ;how;weird...  there  thank you   ; Anthropology of American Cities Office Hours ;OFC115SU060;S2;F;SG;NS
 sixteen or an eighteen but it was just like each problem was like, how did you go from here to here;how;did you go from here to here i was like whoa.    ; Math Study Group ;SGR385SU057;S1;M;SU;NS
 it's your implicit... it's your implicit metaphysics? your view of life uh, sense of life? you know;how;she's really big on sense of life being, that art is your portrayal of your sense of life? and your ; Objectivism Student Group ;SGR999MX115;S1;M;SG;NS
  P   P and;how;would you find P?   i don't kno; Intro Biology Exam Review ;OFC175JU145;S1;F;JG;NS
   do you know;how;to find the probability of the (spin one)   ; Astronomy Peer Tutorial ;OFC150MU042;S4;M;SU;NS
ned problems. not once but three times so they're encouraging you to be obsessive. and they tell you;how;to do it  three times.    ; Academic Advising ;ADV700JU047;S2;F;ST;NS
  yeah. again sort of, what we um, how we attend;how;we intend to uh, to, to meet our objectives... would be, so, one of the ways that we're gonna meet o; Natural Resources Research Group Meeting ;MTG425JG004;S1;M;JG;NS
   you have_ you guys wanna guess;how;many we have?   um, it looks t; Biology of Fishes Field Lab ;LAB175SU032;SU-f;F;UN;NS
  well, there's g-  ;how;'bout how's it work?   there's ; Organic Chemistry Study Group ;SGR200JU125;S1;F;JU;NS
  okay. um, how can it do that? what like what is her evidence for that, or;how;does she argue that point?   we; Sex, Gender, and the Body Lecture ;LES565SU137;S1;F;JF;NS
e, electron. so you know;how;to count up valencies?   yeah, ; Biochemistry Study Group ;SGR175SU123;S1;F;SU;NS
  sure.  ;how;many more, how many more do you need?   ; Science Learning Center Service Encounters ;SVC999MX148;S5;F;UN;NS
     okay so;how; big is your table when you make this one?   ; Computer Science Office Hours ;OFC270MG048;S2;F;SG;NS
cientific, writing format, and uh, we just don't know, whether that fits in with k- with what Glenda;how;she envisions it, the writing style, so (we do) have to talk about that. um   ; Natural Resources Research Group Meeting ;MTG425JG004;S1;M;JG;NS
ebody who's not dropping a class  i have to say. you don't know;how;many dropped just like_ that's good  okay bye-bye next...; Academic Advising ;ADV700JU047;S2;F;ST;NS
  n- well i just wanted to say that i wanted to commend you on;how;um, beautiful the drawings are especially the perspectives i think are just, wonderful and especiall; Architecture Critiques ;STP125JG050;S3;F;JF;NS
   um,  a question i don't know;how_;where to go look like if i wanna get a tutor like is there any way  or is it   ; Statistics Office Hours ;OFC575MU046;S4;F;SU;NS
of_ if it's easier for you, to take it closer to home over the summer, i mean that's fine, if that's;how;you wanna spend your spring half-term, that's cool, not a problem.   ; Academic Advising ;ADV700JU047;S2;F;ST;NS
 it picks up, it cuts the bank and makes a hole and then it  gets  it's sort of;how;the water shapes the channel kinda thing. and when i took that i took all these um freshwater biolog; Graduate Student Research Interview 1 ;INT425JG001;S2;M;JG;NS
mber five. once the body and the brain got severed and separated, he was talking about, a connection;how;he was losing the connection but what type of connection did they have? i was wondering about that b; First Year Philosophy Seminar ;SEM475JU084;S13;M;JU;NS
  spin one? and uh probability of S-C plus H and S-C minus H? I don't know;how;to circle it, this is what i_ wouldn't it be, twenty-five percent?   ; Astronomy Peer Tutorial ;OFC150MU042;S4;M;SU;NS
at, was, here, and then as they came down to the end it got tighter, so it became smaller again. see;how;the this sort of, pulls in and curves? so that means, when she's manipulating the loom, because it's; Art History Office Hours ;OFC320SU153;S1;F;JF;NS
okay. then you can go_ then you can start looking at it and, when you've got it on paper, figure out;how;to, create the frames that makes it make sense and how to bring in the Sassens and the arguments fro; Anthropology of American Cities Office Hours ;OFC115SU060;S2;F;SG;NS
  um i'm trying to print a P-D-F file, from a Mac but it froze;how;do i_ i don't know how to restart 'em   ; Science Learning Center Service Encounters ;SVC999MX148;SU-f;F;UN;NS
stand the author's main arguments.  and by the way of course you're not limited just to saying;how;they define pornography and whether or not it's harmful, you can bring in anything else that you wan; Sex, Gender, and the Body Lecture ;LES565SU137;S1;F;JF;NS
  well, there's g-   how 'bout;how;'s it work?   there's gonna be ; Organic Chemistry Study Group ;SGR200JU125;S1;F;JU;NS
  flying. still flying.  ;how;many?    maybe two ; Biology of Birds Field Lab ;LAB175SU026;SU-f;F;SU;NS
  so, they're figuring ten to twelve thousand dollars each and;how;big of a batch are they talking about? a thousand liters?   ; Chemical Engineering Group Project Meeting ;SGR195SU127;S4;M;SU;NS
   how do you  know;how;do you know she's doing it for one and not the other? sure  she does that but  ; English Composition Seminar ;SEM300MU100;S1;M;JF;NS
 anticipate these paragraphs?  ;how;do you do that?   w; English Composition Seminar ;SEM300MU100;S7;M;JU;NS
or thinking about this case and uh, and then later on he proposes a couple more. i'm just wondering,;how;plausible you think, the, the various options are.   ; First Year Philosophy Seminar ;SEM475JU084;S1;F;JF;NS
, extensively for the quiz too. just try to fill in the table. and we'll go around the room, and see;how;you did. yeah Bryant.   do you ; Intro Biology Discussion Section ;DIS175JU081;S1;F;JF;NS
  water  and then we use this, difference, times one-point-two-two to figure out,;how;much water we need to add. see, it's all good.   ; Chemical Engineering Group Project Meeting ;SGR195SU127;S1;M;SU;NS
  well i must say i've been waiting for the last month to see;how;much you were gonna do here.   if you,  and you chi; Architecture Critiques ;STP125JG050;S7;M;VO;NS
nd what it's saying is that, when the babies started off little, they grew fast and then tailed off.;how;many of you um, di- have done any baby-sitting in the last two decades?   ; Biology of Fishes Lab ;LAB175SU033;S1;M;SF;NSO
ce that   and, when you use the;how;much it looks like a Gaussian, is that, what's F-zero   ; Physics Research Group Meeting ;MTG485SG142;S8;F;SG;NS
c- the carbon, um  ;how;do you wanna say that? that it goes to the not here but here?   ; Organic Chemistry Study Group ;SGR200JU125;S5;F;JU;NS
     (i don't know;how;though.)     ; Biology of Birds Field Lab ;LAB175SU026;SU-m;M;SU;NS
st didn't, i didn't know if we were like, like in this part  i didn't know;how;to approach the movies and stuff that i've watched, without it being like, i like i did this i was t; American Family Group Project Meeting ;SGR565SU144;S1;F;SU;NS
 and you've been doing pretty well, they're gonna be like mm gonna see how he_ you know wait and see;how;he does. um, if you stick with the class and you don't do real well, the B-school_ it's not as thoug; Academic Advising ;ADV700JU047;S2;F;ST;NS
ne, has one (xx)  ;how;are we doing?   good.   ; Biology of Fishes Lab ;LAB175SU033;S1;M;SF;NSO
  i don't know,  i couldn't tell where like the point of, i love;how;like, i love how i'm like the only one  who read it. seeing how i usually never, you know; First Year Philosophy Seminar ;SEM475JU084;S10;F;JU;NS
's really interesting to show_ like they paralleled each other exactly with how the mother acted and;how;the father acted. and then i'll note that's   ; American Family Group Project Meeting ;SGR565SU144;S1;F;SU;NS
 it was a nice little (xx)   hi;how;are you?   okay, i; Forum for International Educators Meeting ;MTG999ST015;S5;F;ST;NS
  um she wants to_ like will she be able for orientation, with like;how_;with the time schedule and things and i told her i'm gonna do the program if she also wants to get a; Academic Advising ;ADV700JU047;S7;F;UN;NS
 attached to, with (xx) original (xx) and, you wanna look at the motifs you wanna look at the scale,;how;much songket to ikat do we have? can that tell me anything about how it was used? so when you start ; Art History Office Hours ;OFC320SU153;S1;F;JF;NS
uccinct way of putting, this part of the argument. alright this part of the summary. um, notice also;how;much, Chris has spent talking about openness and closedness alright? it could have easily been, a se; English Composition Seminar ;SEM300MU100;S1;M;JF;NS
 you know what i mean like huge, um  anyway i- i mean i don't exactly know;how;to describe it but, do you see how they're probably different than the kind of gentrification that s; Anthropology of American Cities Office Hours ;OFC115SU060;S2;F;SG;NS
ctical training on a part-time basis, before they graduate, then they don't lose anything, no matter;how;long they worked, on a part-time basis. now, a person who wants to get optional practical training, ; Forum for International Educators Meeting ;MTG999ST015;S11;M;ST;NS
the literature, and i just look at him like well what do you mean you know i just, like i've always_;how;do_ like i always kinda just read to read but how do i get something out of the  ; Academic Advising ;ADV700JU047;S4;M;JU;NS
  i- the name, uh you yeah the names are very uh they use the names, right. um, but so;how;many carbons does isocitrate have?   ; Biochemistry Study Group ;SGR175SU123;S1;F;SU;NS
oh so that's;how;we make, we can make  glucose if we don't have enough.   ; Biochemistry Study Group ;SGR175SU123;S2;M;SU;NS
  but it's not a bad lesson to learn that the more you look the more you see, and realize;how;complicated, this was to assemble. cuz at first glance,   ; Art History Office Hours ;OFC320SU153;S1;F;JF;NS
   but the article talks about;how;,   but the economy   ; Ethics Issues in Journalism Lecture ;LES220SU140;S8;F;SU;NS
  but then  how could how could, i don't understand how it works because i don't see;how;, how P-squared could be, the frequency of the genotype, and the frequency of the allele is just P? ; Intro Biology Exam Review ;OFC175JU145;S2;F;JU;NS
  yeah (xx)   pons. okay so,;how;do we know what the pons is? (how do we know what to do with this?)   ; Biopsychology Lab ;LAB500SU044;S7;M;SU;NS
